Order_ID,Customer_ID,Product_ID,Store_ID,Order_Date,Quantity,Discount
3097,3067,1158,13,2025-06-24,6.0,0.12
3098,1861,72,64,2026-06-15,2.0,0.07
3099,895,1601,67,2025-09-05,4.0,0.1
3100,894,351,95,2025-08-30,5.0,0.23
3101,2686,1194,92,2025-06-26,5.0,0.06
3102,5678,1058,8,2025-07-05,6.0,0.09
3103,6855,1024,10,2025-04-15,6.0,0.23
3104,6644,1433,60,2025-10-04,3.0,0.23
3105,842,1865,37,2025-05-09,6.0,0.15
3106,1648,275,64,2025-02-26,7.0,0.05
3107,3807,526,82,2025-02-04,2.0,0.04
3108,365,1971,49,2025-01-03,2.0,0.23
3109,3178,476,38,2025-10-08,8.0,0.06
3110,5569,851,1,2025-07-05,5.0,0.19
3111,7951,1967,27,2025-09-09,7.0,0.22
3112,2276,152,91,2026-02-18,7.0,0.19
3113,6593,1121,85,2026-05-23,10.0,0.01
3114,2710,309,13,2026-01-04,3.0,0.22
3115,2204,1389,82,2025-08-22,2.0,0.28
3116,3890,268,84,2025-07-22,2.0,0.2
3117,2998,90,34,2025-11-16,9.0,0.16
3118,3183,106,82,2025-05-26,3.0,0.25
3119,2735,589,84,2026-04-27,4.0,0.05
3120,2102,73,41,2026-01-04,3.0,0.24
3121,373,1565,52,2025-03-20,4.0,0.29
3122,5021,35,1,2025-09-30,4.0,0.11
3123,7478,1238,18,2026-04-30,9.0,0.11
3124,1609,549,7,2026-06-03,3.0,0.15
3125,3432,1152,86,2025-08-19,6.0,0.07
3126,7783,733,52,2025-09-03,6.0,0.15
3127,4546,130,68,2025-06-07,10.0,0.17
3128,5018,1155,100,2026-03-26,4.0,0.09
3129,4751,1148,6,2025-02-14,7.0,0.26
3130,4001,1458,27,2025-07-27,6.0,0.27
3131,3776,1278,95,2025-05-09,1.0,0.12
3132,8,1184,87,2025-10-23,7.0,0.0
3133,3736,1812,48,2025-01-27,5.0,0.03
3134,128,683,53,2026-02-06,6.0,0.1
3135,4226,1220,98,2025-02-09,6.0,0.19
3136,4382,1912,51,2026-05-24,6.0,0.26
3137,1342,414,22,2025-10-24,3.0,0.05
3138,1968,38,8,2026-02-13,5.0,0.07
3139,4704,216,5,2026-03-16,2.0,0.26
3140,6866,1733,13,2025-09-10,8.0,0.11
3141,2785,1212,11,2025-04-04,4.0,0.25
3142,6827,102,20,2026-02-12,3.0,0.03
3143,1772,324,71,2026-02-26,3.0,0.2
3144,2209,5,92,2025-05-15,2.0,0.19
3145,2441,280,19,2025-09-25,6.0,0.22
3146,1400,589,31,2025-01-23,3.0,0.04
3147,6341,1439,8,2025-01-16,3.0,0.01
3148,1061,917,68,2025-06-25,4.0,0.16
3149,2169,1357,31,2025-12-07,3.0,0.02
3150,6850,1001,73,2025-04-09,10.0,0.21
3151,2750,472,98,2025-06-15,4.0,0.18
3152,955,1303,63,2026-02-25,7.0,0.06
3153,7326,1509,90,2026-06-16,5.0,0.08
3154,6553,770,37,2025-02-27,8.0,0.27
3155,6174,1980,77,2026-04-11,9.0,0.14
3156,1766,770,9,2025-10-09,6.0,0.0
3157,3,1315,60,2025-02-10,4.0,0.18
3158,2016,1836,31,2026-01-21,7.0,0.02
3159,7770,385,16,2025-12-09,8.0,0.13
3160,3453,142,63,2025-07-22,3.0,0.13
3161,1193,597,42,2026-04-27,10.0,0.21
3162,1602,1114,93,2025-07-06,8.0,0.21
3163,7753,1030,20,2025-03-07,4.0,0.08
3164,4867,328,22,2025-07-10,3.0,0.3
3165,6998,457,26,2026-06-19,9.0,0.22
3166,1613,1025,42,2025-06-30,2.0,0.22
3167,2768,1232,4,2026-01-30,4.0,0.04
3168,6320,1190,91,2025-10-26,1.0,0.28
3169,7189,1473,88,2025-04-09,1.0,0.3
3170,610,352,40,2025-12-13,5.0,0.28
3171,4836,318,33,2026-01-14,3.0,0.12
3172,4280,1363,83,2025-08-14,1.0,0.17
3173,7415,1791,90,2025-12-23,4.0,0.01
3174,7446,321,89,2025-07-13,7.0,0.06
3175,2281,232,46,2025-07-21,8.0,0.26
3176,6710,1664,94,2025-08-28,9.0,0.06
3177,3661,1042,83,2026-01-09,9.0,0.24
3178,5992,1855,79,2025-01-23,2.0,0.1
3179,4746,1309,96,2025-10-02,1.0,0.1
3180,2961,1169,45,2025-03-02,8.0,0.15
3181,2830,1657,62,2025-05-13,3.0,0.07
3182,115,12,62,2025-01-05,4.0,0.17
3183,4568,893,78,2025-11-07,2.0,0.15
3184,3227,1396,59,2025-10-19,5.0,0.14
3185,1378,1522,80,2025-04-11,6.0,0.08
3186,6062,752,83,2026-01-25,4.0,0.26
3187,4555,1307,99,2026-01-26,1.0,0.17
3188,3753,1730,85,2025-01-01,3.0,0.22
3189,6708,267,87,2026-01-13,6.0,0.24
3190,7310,1282,14,2025-04-24,5.0,0.22
3191,7309,1537,48,2025-12-30,1.0,0.22
3192,5353,622,10,2025-05-27,3.0,0.13
3193,3652,862,83,2026-06-04,7.0,0.01
3194,6779,544,7,2025-11-17,10.0,0.17
3195,3964,73,32,2025-07-25,5.0,0.13
3196,1397,1724,37,2025-11-29,5.0,0.23
3197,193,881,41,2025-10-05,3.0,0.26
3198,1149,836,82,2025-03-10,4.0,0.09
3199,2445,1779,8,2025-08-01,4.0,0.14
3200,1224,1822,92,2025-09-30,6.0,0.06
3201,353,1247,9,2025-12-10,2.0,0.2
3202,4371,507,84,2025-01-31,7.0,0.19
3203,1973,1489,10,2025-07-10,6.0,0.05
3204,1339,1511,99,2026-02-16,6.0,0.08
3205,2308,898,71,2026-04-20,8.0,0.02
3206,5330,1283,86,2026-01-26,8.0,0.09
3207,4148,848,81,2025-08-27,3.0,0.01
3208,3770,1074,11,2025-02-10,1.0,0.22
3209,895,277,38,2025-10-24,1.0,0.16
3210,3047,803,78,2025-11-01,1.0,0.28
3211,922,1514,66,2026-05-09,2.0,0.09
3212,5349,41,4,2025-10-14,10.0,0.08
3213,6772,112,85,2025-03-05,2.0,0.13
3214,5634,147,94,2025-10-28,4.0,0.28
3215,253,581,73,2025-08-01,3.0,0.0
3216,2369,116,34,2025-03-29,7.0,0.04
3217,3756,83,86,2025-10-09,1.0,0.21
3218,615,60,45,2026-01-15,4.0,0.24
3219,723,747,94,2026-06-19,4.0,0.15
3220,2593,80,50,2026-03-02,9.0,0.0
3221,3645,1980,46,2025-04-29,7.0,0.08
3222,4280,467,45,2025-03-15,5.0,0.1
3223,4644,720,16,2025-09-30,1.0,0.22
3224,3885,106,88,2025-06-09,8.0,0.02
3225,4423,796,15,2025-04-18,4.0,0.29
3226,963,163,91,2026-03-21,2.0,0.05
3227,6932,198,33,2025-08-01,8.0,0.23
3228,1580,540,15,2025-02-06,10.0,0.12
3229,7893,667,2,2025-09-18,7.0,0.29
3230,1531,1940,41,2025-12-23,8.0,0.06
3231,4070,410,64,2025-03-18,1.0,0.06
3232,3594,298,42,2025-02-02,1.0,0.16
3233,2629,1667,93,2025-07-01,5.0,0.09
3234,4496,1060,56,2025-02-05,1.0,0.22
3235,5524,1215,17,2025-11-22,7.0,0.23
3236,6657,481,53,2025-02-09,4.0,0.03
3237,7560,1907,75,2025-09-01,1.0,0.23
3238,806,1934,99,2025-10-03,10.0,0.23
3239,6647,1219,79,2026-06-02,1.0,0.03
3240,3701,1929,91,2025-04-24,10.0,0.3
3241,1112,1356,90,2025-07-09,10.0,0.15
3242,7026,1841,40,2025-03-20,8.0,0.1
3243,7075,1852,33,2025-06-03,10.0,0.24
3244,5210,393,39,2025-12-05,5.0,0.25
3245,3320,874,34,2025-06-27,3.0,0.14
3246,7675,1454,56,2026-02-08,9.0,0.25
3247,4495,129,11,2025-02-08,5.0,0.1
3248,4633,1312,94,2025-05-19,3.0,0.21
3249,1216,1678,35,2025-07-13,8.0,0.01
3250,4037,965,64,2026-06-14,7.0,0.07
3251,3732,940,65,2025-03-10,7.0,0.0
3252,4184,1416,18,2025-09-15,1.0,0.29
3253,4995,1623,29,2026-01-03,9.0,0.02
3254,1565,1521,98,2025-04-10,4.0,0.3
3255,4722,366,8,2025-07-04,8.0,0.2
3256,3157,172,91,2026-02-01,7.0,0.19
3257,675,914,20,2025-11-30,1.0,0.22
3258,3125,1320,52,2025-03-01,3.0,0.26
3259,7506,1769,54,2026-03-10,9.0,0.23
3260,6971,1975,3,2025-10-05,2.0,0.0
3261,5119,56,96,2025-07-04,4.0,0.2
3262,3204,1840,62,2025-08-10,8.0,0.23
3263,6345,1083,54,2025-08-23,1.0,0.27
3264,1791,1672,75,2025-12-21,4.0,0.01
3265,5753,829,83,2026-05-21,7.0,0.13
3266,2902,41,68,2025-01-28,6.0,0.19
3267,6812,1888,7,2025-02-24,6.0,0.16
3268,3409,1282,80,2025-07-11,1.0,0.11
3269,6240,1035,5,2025-12-26,10.0,0.3
3270,7301,883,38,2025-11-16,6.0,0.24
3271,4702,1534,37,2025-03-11,10.0,0.25
3272,1731,856,9,2026-02-06,5.0,0.01
3273,5728,369,77,2025-02-13,1.0,0.13
3274,4762,241,98,2026-06-01,2.0,0.03
3275,5008,1797,69,2025-08-04,5.0,0.12
3276,2159,1250,2,2025-08-31,9.0,0.04
3277,3686,907,36,2025-04-06,2.0,0.29
3278,3568,899,43,2026-01-16,8.0,0.01
3279,2287,386,64,2025-12-14,1.0,0.19
3280,6045,1791,14,2025-12-07,4.0,0.25
3281,5281,1925,86,2025-05-16,6.0,0.27
3282,2640,108,92,2025-09-11,10.0,0.25
3283,294,1858,26,2025-03-02,7.0,0.06
3284,2385,1138,55,2026-03-29,8.0,0.26
3285,3867,1949,48,2025-07-28,7.0,0.23
3286,7721,154,41,2025-09-12,6.0,0.08
3287,2331,414,77,2025-05-20,8.0,0.15
3288,858,350,8,2026-04-15,9.0,0.16
3289,1700,1009,70,2025-04-02,1.0,0.26
3290,26,511,82,2025-05-27,2.0,0.24
3291,4119,312,31,2025-09-21,1.0,0.27
3292,79,1224,88,2025-01-26,7.0,0.17
3293,4007,1443,67,2025-12-29,6.0,0.03
3294,3266,173,73,2025-01-19,7.0,0.15
3295,2136,640,35,2025-02-19,7.0,0.08
3296,2367,1526,86,2026-02-13,10.0,0.22
3297,7853,1325,19,2025-05-09,7.0,0.21
3298,5651,1721,57,2025-05-16,8.0,0.13
3299,2790,551,100,2025-02-08,1.0,0.05
3300,159,1528,24,2026-06-20,7.0,0.19
3301,2914,1477,43,2025-05-26,7.0,0.27
3302,4815,650,50,2026-06-04,9.0,0.24
3303,7157,1280,74,2025-08-11,5.0,0.25
3304,3685,563,46,2025-07-14,10.0,0.26
3305,4361,88,23,2025-08-27,2.0,0.16
3306,3612,841,11,2025-11-08,9.0,0.09
3307,5996,1467,29,2026-03-28,4.0,0.27
3308,6318,1320,83,2025-02-07,7.0,0.19
3309,4196,675,57,2025-12-14,1.0,0.07
3310,4939,627,57,2026-02-06,8.0,0.23
3311,4331,1465,28,2025-09-19,2.0,0.05
3312,132,27,21,2025-10-20,10.0,0.28
3313,5262,998,69,2025-12-17,3.0,0.05
3314,2420,819,93,2025-03-22,4.0,0.1
3315,913,1548,55,2026-05-19,3.0,0.12
3316,6723,1072,78,2026-02-23,1.0,0.01
3317,3098,1937,55,2025-11-21,1.0,0.15
3318,3652,1029,87,2025-06-13,10.0,0.21
3319,6022,757,54,2026-01-05,3.0,0.17
3320,1791,1141,43,2025-09-14,10.0,0.21
3321,5145,1350,39,2025-10-29,1.0,0.19
3322,5648,477,74,2026-02-13,1.0,0.06
3323,6116,520,49,2026-02-04,4.0,0.18
3324,4286,246,33,2025-10-29,1.0,0.18
3325,357,282,78,2026-02-19,7.0,0.24
3326,1502,1408,72,2025-08-17,4.0,0.26
3327,5430,1917,26,2025-01-23,6.0,0.14
3328,7308,1231,14,2025-02-13,8.0,0.24
3329,5702,1017,67,2026-03-12,9.0,0.28
3330,2941,128,66,2025-08-20,2.0,0.27
3331,7618,568,41,2025-03-14,4.0,0.05
3332,1221,1235,83,2025-09-15,9.0,0.1
3333,4162,428,26,2026-05-24,2.0,0.17
3334,2493,1333,63,2025-11-11,2.0,0.04
3335,194,938,40,2025-08-16,6.0,0.16
3336,376,1681,26,2025-12-31,3.0,0.25
3337,5328,1457,8,2026-03-30,1.0,0.15
3338,3658,1776,43,2025-12-09,8.0,0.0
3339,1558,1991,96,2025-11-23,6.0,0.15
3340,5841,123,84,2025-08-14,7.0,0.12
3341,1712,445,50,2025-03-11,8.0,0.08
3342,3865,576,11,2025-12-31,5.0,0.23
3343,6808,890,95,2025-08-18,2.0,0.04
3344,3578,852,91,2025-03-07,6.0,0.19
3345,7217,1576,89,2025-06-10,9.0,0.29
3346,5346,496,54,2025-11-05,5.0,0.16
3347,3635,1081,21,2026-04-06,2.0,0.2
3348,3884,416,8,2026-02-01,8.0,0.02
3349,242,164,64,2025-09-19,7.0,0.23
3350,3096,628,4,2025-03-03,10.0,0.02
3351,1271,671,53,2026-06-08,10.0,0.24
3352,7596,1230,84,2026-03-13,6.0,0.25
3353,4263,511,81,2026-05-01,8.0,0.14
3354,2691,534,1,2025-05-18,7.0,0.07
3355,6242,249,37,2025-12-19,8.0,0.03
3356,3701,559,85,2025-01-07,4.0,0.23
3357,5305,1602,21,2026-03-05,9.0,0.25
3358,7899,701,24,2025-08-17,7.0,0.27
3359,3922,742,50,2025-07-03,7.0,0.14
3360,2794,1381,34,2025-01-15,5.0,0.07
3361,4786,1299,66,2025-09-10,5.0,0.18
3362,5081,734,43,2025-08-31,6.0,0.12
3363,5148,1924,22,2025-07-05,5.0,0.21
3364,2147,898,5,2025-12-06,10.0,0.08
3365,4055,1773,51,2026-01-02,5.0,0.15
3366,5000,1355,99,2025-01-12,4.0,0.02
3367,5969,1342,60,2026-01-30,9.0,0.23
3368,1347,1710,58,2025-03-05,10.0,0.08
3369,4190,1107,43,2025-05-31,4.0,0.26
3370,3693,129,46,2026-06-15,9.0,0.07
3371,1841,51,17,2026-04-23,5.0,0.27
3372,4499,652,40,2025-10-04,4.0,0.26
3373,6580,575,8,2025-06-09,3.0,0.18
3374,6719,1818,69,2025-01-08,5.0,0.09
3375,4224,1076,50,2025-02-17,7.0,0.16
3376,3282,409,33,2025-06-28,8.0,0.15
3377,3598,1650,60,2025-04-17,5.0,0.03
3378,4505,935,25,2026-05-07,8.0,0.23
3379,697,700,53,2025-05-06,9.0,0.25
3380,1285,134,95,2026-05-16,7.0,0.06
3381,6921,176,31,2026-06-25,8.0,0.22
3382,517,598,3,2025-08-09,4.0,0.27
3383,5660,1728,16,2026-02-12,10.0,0.13
3384,3476,348,40,2026-02-11,2.0,0.19
3385,4283,1481,74,2026-03-18,9.0,0.14
3386,1412,1917,95,2025-03-19,7.0,0.15
3387,2557,952,73,2025-07-05,3.0,0.04
3388,3317,1336,71,2026-03-10,8.0,0.13
3389,840,804,57,2025-04-05,8.0,0.19
3390,5453,1169,46,2026-04-17,9.0,0.18
3391,3737,1100,48,2025-06-26,6.0,0.06
3392,1240,1224,65,2025-02-26,6.0,0.29
3393,6432,1271,25,2025-10-27,1.0,0.23
3394,6368,905,31,2025-09-15,4.0,0.1
3395,2343,980,97,2025-04-09,3.0,0.29
3396,7175,645,67,2025-07-10,6.0,0.26
3397,4566,232,73,2025-12-08,2.0,0.03
3398,6408,1237,1,2026-04-07,2.0,0.25
3399,3738,967,84,2026-03-14,7.0,0.29
3400,1618,1694,15,2025-08-03,10.0,0.03
3401,7388,1769,39,2025-11-17,7.0,0.07
3402,1583,820,38,2025-06-15,4.0,0.1
3403,7007,457,47,2025-09-08,1.0,0.07
3404,6680,1501,12,2025-02-03,3.0,0.03
3405,7766,615,90,2026-02-18,6.0,0.14
3406,566,599,75,2026-01-02,10.0,0.25
3407,3861,87,30,2025-04-08,8.0,0.21
3408,16,739,55,2025-05-09,8.0,0.11
3409,1529,85,9,2025-09-30,4.0,0.24
3410,2702,628,48,2026-02-02,4.0,0.24
3411,6436,812,61,2026-06-07,4.0,0.15
3412,3580,1026,56,2025-08-29,4.0,0.13
3413,5481,639,93,2025-11-13,5.0,0.27
3414,7180,240,4,2026-02-18,9.0,0.28
3415,6158,271,53,2026-04-05,4.0,0.23
3416,1144,1298,4,2026-01-22,10.0,0.25
3417,2251,288,75,2025-10-29,1.0,0.04
3418,7077,288,97,2025-03-20,10.0,0.03
3419,2182,916,34,2025-08-06,3.0,0.19
3420,411,883,78,2026-05-10,6.0,0.16
3421,490,1180,75,2025-08-01,3.0,0.15
3422,7167,244,13,2025-05-22,3.0,0.28
3423,4192,310,93,2026-06-02,4.0,0.06
3424,7212,1709,6,2025-04-18,10.0,0.11
3425,6398,1365,100,2026-01-12,1.0,0.19
3426,4015,873,11,2026-03-22,5.0,0.17
3427,5924,1287,50,2026-06-10,1.0,0.01
3428,313,636,94,2025-02-01,4.0,0.0
3429,5589,1428,35,2026-03-07,6.0,0.16
3430,6586,1436,99,2025-07-25,2.0,0.04
3431,1731,1880,31,2026-03-03,5.0,0.0
3432,4044,537,26,2025-07-10,6.0,0.03
3433,981,1864,45,2025-09-30,2.0,0.17
3434,5173,1514,84,2025-05-14,10.0,0.17
3435,4877,1507,14,2026-01-24,8.0,0.25
3436,6549,1348,7,2025-03-10,10.0,0.07
3437,539,1004,83,2026-03-03,5.0,0.1
3438,1056,38,48,2025-11-06,10.0,0.16
3439,6441,815,4,2025-01-28,4.0,0.27
3440,3446,1689,67,2025-01-14,2.0,0.03
3441,2788,1831,85,2025-08-10,2.0,0.3
3442,148,1279,50,2025-10-26,7.0,0.06
3443,2982,1294,26,2025-10-01,5.0,0.27
3444,1701,259,8,2025-01-04,8.0,0.26
3445,274,1938,15,2026-01-16,7.0,0.06
3446,6588,1292,4,2026-01-03,4.0,0.07
3447,7908,885,96,2025-06-26,6.0,0.28
3448,4480,1520,72,2025-01-18,9.0,0.26
3449,4882,1015,6,2025-09-29,5.0,0.12
3450,7238,1436,43,2025-11-27,9.0,0.11
3451,5597,829,73,2025-08-04,2.0,0.05
3452,259,1728,43,2026-04-07,5.0,0.23
3453,818,165,82,2025-07-29,5.0,0.11
3454,805,1284,1,2025-08-29,10.0,0.15
3455,603,1421,51,2026-02-14,10.0,0.15
3456,5116,1777,87,2026-01-04,1.0,0.05
3457,7487,1705,43,2026-06-01,9.0,0.26
3458,4348,1793,92,2025-02-13,7.0,0.08
3459,4966,534,19,2025-01-15,4.0,0.01
3460,5546,1353,68,2025-05-27,9.0,0.1
3461,6787,1300,42,2026-05-11,9.0,0.15
3462,4987,1465,70,2025-02-16,4.0,0.06
3463,1756,927,61,2025-07-31,1.0,0.23
3464,424,755,71,2026-02-24,3.0,0.17
3465,4255,727,27,2025-03-05,5.0,0.14
3466,3759,1941,71,2025-03-21,9.0,0.24
3467,7988,46,93,2025-12-24,5.0,0.21
3468,7572,561,2,2025-11-24,2.0,0.02
3469,4535,207,32,2026-01-31,2.0,0.02
3470,20,77,36,2026-06-12,1.0,0.25
3471,5966,1346,14,2025-05-19,5.0,0.2
3472,4148,1895,14,2025-01-09,5.0,0.26
3473,2330,1390,42,2025-06-19,10.0,0.1
3474,5733,1172,50,2025-05-30,4.0,0.1
3475,3534,161,35,2025-10-03,6.0,0.03
3476,5433,1969,92,2026-04-02,3.0,0.02
3477,5015,391,85,2025-05-13,1.0,0.04
3478,4824,524,14,2026-05-24,3.0,0.24
3479,907,198,40,2026-06-12,2.0,0.29
3480,2053,1537,91,2025-02-08,3.0,0.18
3481,7603,1551,18,2026-02-26,6.0,0.24
3482,1012,795,53,2025-11-02,3.0,0.15
3483,16,158,9,2025-06-18,1.0,0.21
3484,5702,47,16,2026-03-06,4.0,0.14
3485,2763,756,81,2026-02-04,7.0,0.2
3486,1530,454,71,2025-07-16,4.0,0.12
3487,815,601,31,2025-11-11,5.0,0.08
3488,1436,1643,65,2025-01-24,3.0,0.22
3489,5427,1235,83,2025-02-27,5.0,0.09
3490,4198,1381,94,2025-01-14,4.0,0.1
3491,3009,16,79,2025-10-04,10.0,0.05
3492,3572,1113,30,2026-02-11,2.0,0.05
3493,4030,367,11,2025-01-27,8.0,0.21
3494,1516,957,37,2025-05-06,8.0,0.29
3495,4776,163,45,2026-04-17,6.0,0.27
3496,4170,1532,96,2025-03-28,10.0,0.11
3497,747,1131,40,2026-01-01,6.0,0.22
3498,1372,1276,55,2025-09-20,6.0,0.07
3499,1152,283,13,2026-05-11,6.0,0.06
3500,2503,290,34,2026-06-22,9.0,0.14
3501,4641,1096,8,2025-06-15,3.0,0.01
3502,5057,156,83,2026-04-15,3.0,0.3
3503,2576,1588,14,2025-09-07,7.0,0.22
3504,269,640,81,2025-12-10,3.0,0.25
3505,6173,228,32,2025-04-20,9.0,0.09
3506,1124,1478,48,2025-08-21,7.0,0.02
3507,7240,284,36,2025-03-08,1.0,0.07
3508,947,232,27,2025-03-09,1.0,0.08
3509,6823,630,24,2025-03-27,5.0,0.08
3510,5261,980,65,2025-01-29,8.0,0.29
3511,2752,1360,79,2025-05-22,6.0,0.22
3512,7912,972,4,2025-05-10,8.0,0.13
3513,4616,956,52,2026-04-30,5.0,0.18
3514,7673,922,90,2025-07-08,9.0,0.11
3515,3573,1328,100,2025-11-10,10.0,0.02
3516,2849,32,58,2026-03-21,4.0,0.24
3517,5101,779,58,2025-06-21,10.0,0.21
3518,1557,446,73,2026-02-25,7.0,0.15
3519,3629,232,14,2025-10-17,1.0,0.15
3520,5392,1944,100,2025-12-31,1.0,0.19
3521,373,195,9,2025-05-28,3.0,0.27
3522,6673,1661,2,2025-10-16,8.0,0.04
3523,7635,1168,93,2025-08-17,6.0,0.07
3524,1723,1565,71,2025-03-29,3.0,0.24
3525,1739,229,53,2025-03-18,4.0,0.13
3526,6052,1767,80,2026-04-28,7.0,0.09
3527,7465,1798,53,2026-05-14,5.0,0.01
3528,918,1237,68,2025-12-05,2.0,0.27
3529,965,758,64,2026-04-10,2.0,0.04
3530,492,1871,26,2026-05-22,10.0,0.04
3531,7666,1889,67,2026-02-15,6.0,0.0
3532,2470,267,27,2026-02-17,7.0,0.26
3533,2777,1633,66,2025-10-20,5.0,0.21
3534,6969,423,58,2025-03-12,10.0,0.24
3535,5300,1130,64,2025-12-21,8.0,0.26
3536,5490,48,46,2026-04-16,9.0,0.19
3537,7283,1997,64,2025-09-22,2.0,0.19
3538,403,124,20,2026-05-15,5.0,0.25
3539,4935,524,22,2025-10-10,9.0,0.09
3540,3618,1245,27,2026-02-20,4.0,0.12
3541,2348,634,69,2026-02-11,1.0,0.24
3542,957,245,69,2026-06-21,8.0,0.02
3543,4310,346,95,2026-05-17,2.0,0.22
3544,2424,1687,58,2026-04-20,4.0,0.09
3545,3590,1992,67,2025-10-26,7.0,0.11
3546,3792,1835,31,2025-09-06,3.0,0.19
3547,5248,1058,67,2025-04-18,2.0,0.1
3548,2680,1751,37,2025-05-04,8.0,0.25
3549,2272,1286,99,2025-12-27,6.0,0.1
3550,4893,936,82,2025-01-31,8.0,0.22
3551,6420,1473,8,2026-05-03,10.0,0.27
3552,6820,633,81,2026-01-18,1.0,0.1
3553,220,41,10,2026-05-12,4.0,0.06
3554,855,310,61,2025-06-26,5.0,0.29
3555,1437,223,82,2025-07-07,10.0,0.17
3556,2928,783,58,2025-05-11,9.0,0.08
3557,2999,701,83,2025-06-16,6.0,0.1
3558,4081,961,37,2025-12-30,2.0,0.13
3559,7563,1332,52,2025-11-12,3.0,0.27
3560,1770,897,40,2025-06-08,5.0,0.15
3561,6408,316,4,2025-07-09,3.0,0.04
3562,597,8,54,2025-10-27,5.0,0.27
3563,344,938,21,2026-01-21,7.0,0.1
3564,7815,1698,88,2025-04-20,1.0,0.22
3565,3780,859,7,2026-02-26,9.0,0.14
3566,3598,349,48,2025-02-04,4.0,0.02
3567,1318,1996,16,2025-12-17,4.0,0.12
3568,1599,1617,23,2025-03-02,10.0,0.11
3569,3461,1492,45,2025-02-12,1.0,0.12
3570,3181,1865,81,2025-04-27,10.0,0.2
3571,7498,1108,67,2025-09-17,6.0,0.08
3572,1038,446,51,2025-09-14,6.0,0.17
3573,592,212,96,2025-01-28,5.0,0.24
3574,272,1102,73,2026-01-20,3.0,0.15
3575,2437,120,53,2025-05-28,1.0,0.07
3576,792,1714,47,2025-05-03,3.0,0.21
3577,2581,256,78,2026-01-21,8.0,0.14
3578,7296,1181,53,2025-01-29,3.0,0.1
3579,2898,480,11,2025-10-05,7.0,0.2
3580,2216,1841,23,2025-07-03,4.0,0.01
3581,7390,588,28,2025-03-22,1.0,0.24
3582,7634,933,59,2025-06-22,1.0,0.05
3583,3824,520,80,2025-12-07,9.0,0.27
3584,1577,1503,52,2026-05-14,10.0,0.28
3585,4430,1491,51,2025-02-03,3.0,0.02
3586,7264,1416,83,2026-04-28,7.0,0.2
3587,3689,1957,28,2026-05-30,9.0,0.23
3588,470,242,14,2025-03-07,9.0,0.24
3589,5349,717,23,2025-06-04,1.0,0.28
3590,1823,746,22,2025-06-01,9.0,0.06
3591,2748,91,35,2025-10-21,8.0,0.24
3592,3257,1338,31,2025-07-11,1.0,0.08
3593,5581,1249,52,2025-09-14,9.0,0.12
3594,6916,225,92,2025-06-23,5.0,0.13
3595,5931,1523,47,2025-11-29,7.0,0.19
3596,3827,1200,32,2025-07-21,3.0,0.2
3597,3841,115,17,2025-05-04,10.0,0.27
3598,5492,781,10,2026-01-30,5.0,0.18
3599,2555,970,86,2026-01-25,1.0,0.02
3600,7907,1251,55,2026-01-11,3.0,0.08
3601,4809,1533,6,2025-09-29,2.0,0.06
3602,7102,68,22,2026-03-01,8.0,0.14
3603,2705,22,27,2025-11-26,1.0,0.12
3604,1947,1945,58,2025-07-11,3.0,0.29
3605,3253,1368,35,2025-11-30,5.0,0.29
3606,79,603,69,2026-01-01,7.0,0.26
3607,4794,1215,5,2026-02-19,2.0,0.1
3608,5997,482,23,2025-07-10,7.0,0.2
3609,4958,146,98,2025-04-29,8.0,0.02
3610,4168,690,15,2025-07-04,8.0,0.1
3611,5584,931,23,2025-03-21,3.0,0.12
3612,7735,286,98,2025-05-30,5.0,0.04
3613,1164,1893,45,2025-09-10,10.0,0.16
3614,4522,908,43,2026-05-05,2.0,0.29
3615,710,1004,52,2026-01-19,7.0,0.2
3616,1310,1372,34,2026-01-08,3.0,0.25
3617,7067,1796,31,2026-03-23,9.0,0.13
3618,4795,1147,28,2025-08-29,8.0,0.3
3619,391,1053,26,2025-07-19,5.0,0.14
3620,3215,1742,82,2025-04-26,4.0,0.11
3621,1496,1745,50,2026-03-01,10.0,0.16
3622,5280,1061,4,2025-01-23,7.0,0.14
3623,3417,688,31,2025-02-22,6.0,0.01
3624,6649,294,63,2026-01-09,3.0,0.0
3625,5669,838,85,2025-01-17,4.0,0.08
3626,5070,319,72,2025-02-06,1.0,0.07
3627,3708,1642,12,2025-09-29,4.0,0.04
3628,1769,1648,61,2025-10-23,2.0,0.13
3629,4087,1696,73,2025-08-22,3.0,0.17
3630,5614,835,93,2026-05-31,3.0,0.19
3631,2685,533,21,2026-05-26,10.0,0.25
3632,5004,505,94,2025-09-10,3.0,0.28
3633,7145,1979,66,2025-08-08,10.0,0.04
3634,244,1391,61,2025-06-28,5.0,0.24
3635,701,1602,79,2025-12-20,9.0,0.18
3636,5167,1864,86,2026-03-03,2.0,0.28
3637,209,1208,65,2025-02-01,9.0,0.18
3638,5930,128,34,2025-01-20,9.0,0.19
3639,3228,1482,23,2026-03-25,4.0,0.04
3640,6371,619,43,2025-05-11,5.0,0.06
3641,4934,531,18,2026-02-04,6.0,0.15
3642,5649,1442,91,2026-05-11,3.0,0.05
3643,835,1640,41,2025-12-23,3.0,0.07
3644,412,1592,13,2026-02-06,6.0,0.19
3645,1537,1592,24,2026-03-30,10.0,0.08
3646,700,1444,86,2026-02-09,2.0,0.1
